ID,Investigators,Institution,Title,Submit_Year,Start_Year,Description
136928,Dr Robin M Daly,Deakin University,Does increased calcium-vitamin D intake and exercise increase bone density in older men?,2000,2001,
136929,Prof Caroline F Finch,Monash University,The role of regulation in preventing sports injuries,2000,2001,
137204,Prof David J Kemp,Queensland Institute of Medical Research,Cellular and molecular aspects of clag 9,2000,2001,
137205,Prof David J Kemp,Menzies School of Health Research,"Antigens, Allergens and Immune Responses in Normal and Crusted Scabies",2000,2001,
137206,Dr Shelley F Walton,Menzies School of Health Research,Genetic variation and host-parasite interactions of Sarcoptes scabiei,2000,2001,
137211,Dr Donald L Gardiner,Queensland Institute of Medical Research,Investigation of a virulence locus on chromosome 9 of Plasmodium falciparum utilising improved transfection technology,2000,2001,
137219,Dr Alan R Clough,Menzies School of Health Research,Heavy cannabis use in two remote Aboriginal communities: prospects for a population based intervention.,2000,2001,
137502,Prof Peter D Drummond,Murdoch University,"Interaction between symptoms of brainstem disturbance, sensory disturbances and pain in migraine",2000,2001,
137811,Prof Alan G Baxter,James Cook University,Functional Genomic Analysis of NK and NKT Cell Immune Control of Autoimmunity,2000,2001,
137841,Dr Patrick J Bertolino,University of Sydney,Transgenic mice : a unique model to reassess specific T cell suppression,2000,2001,
137860,Dr Christopher J Jolly,University of Sydney,Cell division and the regulation of  immunoglobulin switch recombination at the molecular level,2000,2001,
137880,Prof Warwick J Britton,University of Sydney,Cell migration and granuloma formation in the expression of protective immunity against tuberculosis in the lung,2000,2001,
137881,Prof Warwick J Britton,University of Sydney,Improved vaccines against tuberculosis based on dendritic cell manipulation,2000,2001,
137891,Dr Philip D Hodgkin,Walter and Eliza Hall Institute,The Regulation and Differentiation Potential of Human Memory B Lymphocytes,2000,2001,
137892,Dr Tri G Phan,Centenary Institute of Cancer Medicine and Cell Biology,Cellular and molecular aspects of B cell responses,2000,2001,
137895,A/Pr Barbara D Fazekas de St. Groth,University of Sydney,Ongoing uncoupled research fellowship,2000,2001,
137896,Dr Philip D Hodgkin,Walter and Eliza Hall Institute,Ongoing uncoupled research fellowship,2000,2001,
138100,Dr Patrick P.L. Tam,Children's Medical Research Institute,Head Development: Genetic Determinants and Tissue Potency,2000,2001,
138101,Prof Phillip J Robinson,Children's Medical Research Institute,Role of G-septin and its phosphorylation by PKG in nerve terminals,2000,2001,
138102,Prof Roger R Reddel,Children's Medical Research Institute,Molecular Mechanisms and Control of Alternative Lengthening of Telomeres,2000,2001,
138403,Prof Douglas  McEvoy,"Repatriation General Hospital, Daw Park",The role of respiratory and upper airway neural control in sleep disordered breathing,2000,2001,
138405,Dr Ernst M Shanahan,"Repatriation General Hospital, Daw Park","Rheumatoid arthritis, disability and the workplace",2000,2001,
138711,Dr James E Smeathers,Queensland University of Technology,QUANTITATIVE ASSESSMENT OF LOOSENING IN HIP ARTHROPLASTIES USING MECHANICAL VIBRATION DIAGNOSTICS,2000,2001,
138720,Prof Adrian C Herington,Queensland University of Technology,The functional roles of ADAMs in the regulation of embryo implantation.,2000,2001,
138722,Dr John D Hooper,Queensland University of Technology,Investigation of new proteolytic targets for inhibition of tumor induced angiogenesis,2000,2001,
138728,Prof Judith  Clements,Queensland University of Technology,Ongoing uncoupled research fellowship,2000,2001,
139003,Dr Robert B Patuzzi,University of Western Australia,Cochlear Mechanisms of Otoacoustic Emission Generation,2000,2001,
139008,Dr Evan  Ingley,University of Western Australia,Characterization of novel regulators of erythropoiesis,2000,2001,
139015,A/Pr Lawrence J Abraham,University of Western Australia,In vivo and in vitro studies of the Human -308 TNF promoter Polymorphism.,2000,2001,
139017,Dr Soumya  Ghosh,University of Western Australia,Neural mechanisms associated with recovery of function following motor cortical lesions,2000,2001,
139021,Dr Robin M Scaife,University of Western Australia,"Regulation of signal transduction by Cbl: investigation of effects on the cytoskeleton, cell adhesion and cell motility",2000,2001,
139024,Prof Peter D Sly,University of Western Australia,Postviral wheezing in childhood: disregulation of airway tone?,2000,2001,
139025,A/Pr Susan L Prescott,University of Western Australia,Role of maternal dietary omega3 fatty acids in modulation of allergen-specific T cell responses in the offspring,2000,2001,
139026,Prof John P Newnham,University of Western Australia,Fetal responses to intra-uterine inflammation and the postnatal pulmonary consequences,2000,2001,
139028,Prof Donald  Robertson,University of Western Australia,Ion channels and neurotransmission in hearing,2000,2001,
139036,Prof Elizabeth P. Rakoczy,University of Western Australia,Gene Therapy for the treatment of retinal dystrophy in the RPE65 knockout mouse using rAAV virus mediated gene therapy.,2000,2001,
139039,Prof Nigel G Laing,University of Western Australia,Molecular and Clinico-pathological Investigation of Congenital Myopathies,2000,2001,
139041,Prof Steve D Wilton,University of Western Australia,Antisense oligonucleotide induced exon skipping as a treatment for Duchenne Muscular Dystrophy,2000,2001,
139047,Prof Arthur William (Bill)  Musk,University of Western Australia,"Dust-related disease in WA: asbestos, silica and diesel exposures, lifestyle factors and genetic predisposition.",2000,2001,
139048,A/Pr Gary W Thickbroom,University of Western Australia,Neurophysiological basis for sensorimotor interventions in rehabilitation after stroke,2000,2001,
139052,Dr Timothy JJ Inglis,University of Western Australia,An investigation into the importance of potable water as a source of melioidosis in Northern Australia,2000,2001,
139055,Prof James B Semmens,University of Western Australia,"The Quality of Surgical Care Project:  Quality Assurance, Clinical Audit and Outcomes Evaluation in Western Australia",2000,2001,
139057,Prof Neville W Knuckey,University of Western Australia,The sulphate anion protects against stroke: characterisation of neuroprotective potential and mechanism of action.,2000,2001,
139064,Prof Colin  Glenn Begley,University of Western Australia,Analysis of the Hematopoietic Function of Endophilin and MASH Proteins,2000,2001,
139066,Prof Ian J Constable,University of Western Australia,MULTI-CENTRED CLINICAL EVALUATION OF A NOVEL KERATOPROSTHESIS,2000,2001,
139067,A/Pr Kevin D Croft,University of Western Australia,"Hypertension and oxidative stress: effects of antioxidants on blood pressure, endothelial function and oxidative stress",2000,2001,
139071,Prof D'Arcy C.J. Holman,University of Western Australia,The Western Australian Record Linkage Project:  Population-Based Studies of Health System Utilisation and Outcomes,2000,2001,
139077,Dr Hien TV Vu,University of Western Australia,Adaptations of methods for estimation of familial correlation in age at onset of disease,2000,2001,
139093,A/Pr Paul E Norman,University of Western Australia,Perth Elderly Cohort Study,2000,2001,
139100,E/Pr Michael  Hobbs,University of Western Australia,Evaluation and planning of coronary revascularization services.,2000,2001,
139103,Prof Roy G Goldie,University of Western Australia,"Airway virus infection, protease-activated receptors and microvascular permeability",2000,2001,
139104,Prof Brendan J Waddell,University of Western Australia,Glucocorticoid-progesterone interactions in the control of fetal and placental growth,2000,2001,
139108,Prof Colin  Glenn Begley,University of Western Australia,Analysis of SCL Regulatory Sequences,2000,2001,
139113,A/Pr Andrew S McWilliam,Curtin University of Technology,Initiating events in the development of allergic airway inflammation,2000,2001,
139123,Prof Leon  Flicker,University of Western Australia,An Intervention Trial to Prevent Cognitive Impairment and Depression in Older Men,2000,2001,
139129,Prof Paul G McMenamin,University of Western Australia,Studies of antigen presenting cells in the anterior segment of the eye and their role in immune-mediated ocular disease,2000,2001,
139134,Prof Graeme B Martin,University of Western Australia,Orexins as neuroendocrine integrators between nutrition and reproduction control systems,2000,2001,
139137,Dr Jiake J Xu,University of Western Australia,Caltrin as a calcium transport inhibitor during osteoclastic bone resorption,2000,2001,
139139,Prof David G Bruce,University of Western Australia,Diabetes and dementia: studies with the Fremantle Diabetes Study cohort.,2000,2001,
139150,Dr Allison M McKendrick,University of Western Australia,A functional magnetic resonence imaging (fMRI) and behavioural investigation of visual dysfunction in migraine,2000,2001,
139160,Dr Jennifer Jane Pillow,University of Western Australia,Optimising high frequency oscillatory ventilation for neonates,2000,2001,
139165,Dr Joanne M Britto,University of Melbourne,The role of Neuregulin-2 and Neuregulin-3 in the Developing Nervous System,2000,2001,
139166,Ms Gina E Arena,University of Western Australia,External hip protectors for nursing home residents,2000,2001,
139167,Dr Samantha J Busfield,University of Western Australia,Role of Neuregulins in the Central Nervous System,2000,2001,
139170,Prof Nigel G Laing,University of Western Australia,Molecular & clinico-pathological investigation of congenital myopathies,2000,2001,
139173,Prof Peter D Sly,University of Western Australia,Postviral wheezing in childhood: disregulation of airway tone?,2000,2001,
139177,A/Pr Wallace Y Langdon,University of Western Australia,Ongoing Uncoupled Research Fellowship,2000,2001,
139178,Dr Anthony A Scalzo,University of Western Australia,Ongoing Uncoupled Research Fellowship,2000,2001,
139183,Prof Colin J Sanderson,Curtin University of Technology,Ongoing Uncoupled Research Fellowship,2000,2001,
139185,Dr Peter C McMinn,University of Western Australia,A Study of the Molecular Pathogenesis of Murray Valley Encephalitis Infection in Mice Using Infectious cDNA Clone,2000,2001,
139602,Dr William CE Tam,Royal Adelaide Hospital,Endoscopy and its Impact on Health Outcomes in Patients with Gastro-oesophageal Reflux Disease and its Complications,2000,2001,
139910,Prof Allan M Evans,University of South Australia,Drug interactions involving complementary medicines: effects of phytoestrogenic isoflavones.,2000,2001,
140500,Prof Anthony JF d'Apice,St Vincent's Health,Intravascular coagulopathy in discordant xenotransplantation,2000,2001,
140510,A/Pr Brendan S Silbert,University of Melbourne,"ANTIPODES   The Australian National Trial Investigating Post-Operative Deficit, Early extubation and Survival",2000,2001,
140512,A/Pr Janine A Danks,RMIT University,Ongoing uncoupled research fellowship,2000,2001,
140803,Dr Bernard A Callus,Garvan Institute of Medical Research,Characterization and functional analysis of dSOCS in Drosophila,2000,2001,
140807,Dr Lisa G Horvath,Garvan Institute of Medical Research,Molecular markers of outcomes in prostate cancer,2000,2001,
141107,Prof Murray J Dyck,Curtin University of Technology,Direct and indirect assessment of 5 ability structures underlying 7 categories of childhood psychopathology,2000,2001,
141123,Mrs Rhonda M Clifford,Curtin University of Technology,A controlled study of a pharmaceutical care intervention in diabetic patients,2000,2001,
141700,A/Pr Darren R SHAFREN,University of Newcastle,Modulation of virus-cellular receptor interactions in picornaviral pathogenesis,2000,2001,
141703,Prof Gordon F Burns,University of Newcastle,INVESTIGATIONS INTO THE BIOLOGICAL FUNCTIONING AND PROGNOSTIC VALUE OF NOVEL METASTATIC MARKERS FOR BREAST CANCER,2000,2001,
141708,A/Pr Amanda L Baker,University of Newcastle,Intervention for tobacco dependence among people with a psychotic illness,2000,2001,
141711,Prof John F Forbes,University of Newcastle,Randomised trials of adjuvant cytotoxic & endocrine therapy for early N+ and N- breast cancer,2000,2001,
141749,Prof Robert J Aitken,University of Newcastle,Molecular characterization of unique recognition sites on the surface of human spermatozoa,2000,2001,
141758,Prof Peter G Gibson,University of Newcastle,Virus induced asthma: mechanisms and management,2000,2001,
141760,Prof Michael B Calford,University of Newcastle,Bilateral Interactions in Adult Brain Plasticity,2000,2001,
141771,A/Pr Dirk F van Helden,University of Newcastle,"Rhythmicity, Synchronicity and Spasm in Smooth Muscle",2000,2001,
141777,Dr Peter AB Wark,University of Newcastle,"Mechanisms of Bronchial Epithelial cell activation in Rhinovirus infection in Asthma, COPD and normal airways",2000,2001,
141779,Dr Frances J Kay-Lambkin,University of Newcastle,The development and clinical treatment trial of a computer-assisted therapy for depression,2000,2001,
141781,Ms Josephine  Gwynn,University of Newcastle,Communication patterns in Aboriginal Health,2000,2001,
141782,Mr Christopher J Whitney,University of Newcastle,Communication and Clinical Skills in Aboriginal Health relevant to Rural Communities on the Far North Coast of NSW,2000,2001,
141784,A/Pr Dirk F van Helden,University of Newcastle,"Rhythmicity, synchronicity and spasm in smooth muscle",2000,2001,
142000,Dr Siiri  Iismaa,Victor Chang Cardiac Research Institute,G-proteins and transmembrane signalling,2000,2001,
142004,Prof David IK Martin,Victor Chang Cardiac Research Institute,Retrotransposons as controlling elements in mammals: a screen for expression in somatic cells and cancer,2000,2001,
142006,A/Pr Sally L Dunwoodie,Victor Chang Cardiac Research Institute,Investigation of Delta3 function and Notch signalling during cell fate specification in mouse and human,2000,2001,
